snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,supportCNL1L2L3,supportL1L2L3,L1,L2,L3,a,fromValue,fromUnit,b,toValue,toUnit
Cesarean section (procedure),11466000,Caesarean section,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,The average stay in hospital after a caesarean is around 3 or 4 days.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Cesarean section (procedure),11466000,Caesarean section,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,The whole operation normally takes about 40 to 50 minutes.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Methicillin resistant Staphylococcus aureus (organism),115329001,MRSA,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Getting MRSA on your skin will not make you ill, and it may go away in a few hours, days, weeks or months without you noticing",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Methicillin resistant Staphylococcus aureus (organism),115329001,MRSA,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Treatment can last a few days to a few weeks,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Methicillin resistant Staphylococcus aureus (organism),115329001,MRSA,PERMANENT,0.0011520737327188,"They can be serious, but can usually be treated with antibiotics that work against MRSA",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Otosclerosis (disorder),11543004,Otosclerosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Your hearing usually gets worse gradually over months or a few years, and may continue to get worse if ignored and left untreated.",NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Otosclerosis (disorder),11543004,Otosclerosis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,You'll be able to go home the same day or the day after.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Steroid (substance),116566001,Steroid cream,PERMANENT,0.0011520737327188,"Topical corticosteroids cannot cure these conditions, but can help relieve the symptoms.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Steroid (substance),116566001,Steroid inhalers,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You'll usually need to take 1 or 2 puffs from your inhaler in the morning and 1 or 2 puffs in the evening.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Gestational diabetes mellitus (disorder),11687002,Gestational diabetes,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"You should have a blood test to check for diabetes 6 to 13 weeks after giving birth, and once every year after that if the result is normal.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Actinomycotic infection (disorder),11817007,Actinomycosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,your symptoms get worse or don't improve after leaving hospital,NHS,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Actinomycotic infection (disorder),11817007,Actinomycosis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"When you're well enough to go home, you'll be given tablets to take for a few months.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Traveler's diarrhea (disorder),11840006,Traveler's diarrhea,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,Most cases improve within one to two days without treatment and clear up completely within a week.,MAYO,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Traveler's diarrhea (disorder),11840006,Traveler's diarrhea,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"If you need to consume local water, boil it for three minutes.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Hodgkin's disease (disorder),118599009,Hodgkin lymphoma,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"Chemotherapy is usually given over a period of a few months on an outpatient basis, which means you shouldn't have to stay in hospital overnight",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Hodgkin's disease (disorder),118599009,Hodgkin's lymphoma (Hodgkin's disease),IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"It may affect people of any age, but is most common in people between 20 and 40 years old and those over 55.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Hodgkin's disease (disorder),118599009,Hodgkin lymphoma,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"If a cure is unlikely, you may only need to take chemotherapy tablets to help relieve your symptoms",NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Hodgkin's disease (disorder),118599009,Hodgkin's lymphoma (Hodgkin's disease),PERMANENT,0.0011520737327188,People with this type of Hodgkin's lymphoma may have a better chance of a cure when the disease is diagnosed at an early stage.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Non-Hodgkin's lymphoma (disorder),118601006,Non-Hodgkin lymphoma,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,Once the treatment is over the level of healthy cells goes back to normal over time.,NHS,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Non-Hodgkin's lymphoma (disorder),118601006,Non-Hodgkin lymphoma,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"Chemotherapy is usually given over a period of a few months on an outpatient basis, which means you get treatment during the day and shouldn't have to stay in hospital overnight.",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Non-Hodgkin's lymphoma (disorder),118601006,Non-Hodgkin's lymphoma,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Indolent lymphomas that don't cause signs and symptoms may not require treatment for years.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Non-Hodgkin's lymphoma (disorder),118601006,Non-Hodgkin lymphoma,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"You'll usually take the steroids for a few days or 1 week during each cycle of chemotherapy, and take breaks in between",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Hairy cell leukemia (disorder),118613001,Hairy cell leukemia,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,people who receive cladribine experience a complete remission that can last for several years.,MAYO,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Hairy cell leukemia (disorder),118613001,Hairy cell leukemia,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,"Most people experience partial remission with interferon, which is taken for a year.",MAYO,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Hairy cell leukemia (disorder),118613001,Hairy cell leukemia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Hairy cell leukemia is considered a chronic disease because it may never completely disappear, although treatment can lead to a remission for years.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Hairy cell leukemia (disorder),118613001,Hairy cell leukemia,PERMANENT,0.0023041474654377,There is no cure for hairy cell leukemia.,MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Hairy cell leukemia (disorder),118613001,Hairy cell leukemia,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,a better idea of what to expect from treatment and life after treatment can make you feel more in control of your cancer.,MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Adenoid excision (procedure),119954001,Adenoidectomy,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Most of these symptoms will pass within a few weeks,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Adenoid excision (procedure),119954001,Adenoidectomy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The operation is usually done by an ear, nose and throat (ENT) surgeon and takes around 30 minutes",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Bronchiectasis (disorder),12295008,Bronchiectasis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"Over time, this cycle can cause gradually worsening damage to the lungs.",NHS,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Bronchiectasis (disorder),12295008,Bronchiectasis,PERMANENT,0.0011520737327188,"Living with bronchiectasis can be stressful and frustrating, but most people with the condition have a normal life expectancy.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Androgen resistance syndrome (disorder),12313004,Androgen insensitivity syndrome,PERMANENT,0.0011520737327188,"Most people born with the condition are unable to have children, but they'll otherwise be perfectly healthy and able to lead a normal life.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Vesicular eczema (disorder),123698008,Pompholyx (dyshidrotic eczema),IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Sometimes pompholyx may just occur once and never come back, but it often comes and goes over several months or years",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Vesicular eczema (disorder),123698008,Pompholyx (dyshidrotic eczema),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,The blisters will usually heal within a few weeks,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Vesicular eczema (disorder),123698008,Pompholyx (dyshidrotic eczema),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"soaking your hands in a dilute solution of potassium permanganate (1:10,000) for 10 to 15 minutes once or twice a day for up to 5 days",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Scar (morphologic abnormality),12402003,Scars,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,"To be effective, silicone gels or sheets should be placed over the scar for 12 hours a day for at least three months",NHS,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Scar (morphologic abnormality),12402003,Scars,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,Treatment may continue for several months if the scar is improving,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Scar (morphologic abnormality),12402003,Scars,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,"A minor wound like a cut will usually heal to leave a red, raised line, which will gradually get paler and flatter over time.",NHS,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Scar (morphologic abnormality),12402003,Scars,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"Complete scar removal isn't possible, but most scars will gradually fade and become paler over time.",NHS,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Scar (morphologic abnormality),12402003,Scars,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Also, unlike keloid scars, hypertrophic scars don't extend beyond the boundary of the original wound, but they may continue to thicken for up to six months.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Scar (morphologic abnormality),12402003,Scars,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"In some cases – for example, if you have a scar after having an operation or you have a disfiguring skin condition – you may be able to get camouflage make-up on the NHS",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Mast cell hyperplasia (morphologic abnormality),125541005,Mastocytosis,PERMANENT,0.0023041474654377,"There's no cure for mastocytosis, so the aim of treatment is to try to relieve the symptoms.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Mast cell hyperplasia (morphologic abnormality),125541005,Mastocytosis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Some people with systemic mastocytosis may experience episodes of severe symptoms that last 15-30 minutes, often with specific triggers such as physical exertion or stress",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Burn (disorder),125666000,Burns,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.0555555555555555,It can take a day or two for the signs and symptoms of a severe burn to develop.,MAYO,0.0001932740626207,0.0034789331271743,DECLINE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Burn (disorder),125666000,Burns and scalds,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.0434782608695652,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",NHS,0.0001932740626207,0.0044453034402783,IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Burn (disorder),125666000,Burns and scalds,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"More severe and deeper burns can take months or even years to fully heal, and usually leave some visible scarring.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Burn (disorder),125666000,Burns and scalds,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Mild burns or scalds that only affect the uppermost layer of skin (superficial epidermal burns) usually heal in about a week without any scarring.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Burn (disorder),125666000,Burns,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,They usually heal within a couple of weeks.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Burn (disorder),125666000,Burns and scalds,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You should go to a hospital A&E department for:,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Familial Mediterranean fever (disorder),12579009,Familial Mediterranean fever,PERMANENT,0.0023041474654377,"While there's no cure for this disorder, you may be able to relieve signs and symptoms of familial Mediterranean fever — or even prevent them altogether — by sticking to your treatment plan.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Familial Mediterranean fever (disorder),12579009,Familial Mediterranean fever,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Arthritic attacks may last for weeks or months.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Deviated nasal septum (disorder),126660000,Deviated septum,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You may be able to prevent the injuries to your nose that can cause a deviated septum with these precautions:,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Neoplasm of gallbladder (disorder),126854002,Gallbladder cancer,PERMANENT,0.0023041474654377,"The aim of these operations is to help improve your symptoms, not to cure the cancer.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Acoustic neuroma (disorder),126949007,Acoustic neuroma,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,Acoustic neuroma is often difficult to diagnose in the early stages because signs and symptoms may be subtle and develop gradually over time.,MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Acoustic neuroma (disorder),126949007,Acoustic neuroma,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"It may take weeks, months or years before the effects of radiosurgery become evident.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Neoplasm of spinal cord (disorder),126962006,Spinal cord tumor,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"from spinal surgery may take weeks or longer, depending on the procedure.",MAYO,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Diabetic nephropathy,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"Over many years, the condition slowly damages your kidneys' delicate filtering system.",MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Sickle cell-hemoglobin SS disease (disorder),127040003,Sickle cell anemia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388,"But sickle cells usually die in 10 to 20 days, leaving a shortage of red blood cells (anemia).",MAYO,0.0005798221878623,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Sickle cell-hemoglobin SS disease (disorder),127040003,Sickle cell anemia,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,Signs and symptoms of sickle cell anemia usually appear around 5 months of age.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Sickle cell-hemoglobin SS disease (disorder),127040003,Sickle cell anemia,PERMANENT,0.0011520737327188,There's no cure for most people with sickle cell anemia.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Erythrocytosis (disorder),127062003,Polycythaemia,PERMANENT,0.0011520737327188,"If well controlled, polycythaemia should not affect your life expectancy, and you should be able to live a normal life",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
