snomedConcept,snomedDesConcept,snomedDesIdentifier,snomedIdentifier
Administrative procedure,Discharge to home (procedure),306689006,14734007
Administrative procedure,Discharge to establishment (procedure),306685000,14734007
Administrative procedure,Case closure by social services department (procedure),306684001,14734007
Administrative procedure,Discharge from day ward (procedure),306683007,14734007
Administrative procedure,Discharge from ward (procedure),306682002,14734007
Administrative procedure,Discharge from hospice day hospital (procedure),306681009,14734007
Administrative procedure,Discharge from care of the elderly day hospital (procedure),306680005,14734007
Administrative procedure,Discharge from psychogeriatric day hospital (procedure),306679007,14734007
Administrative procedure,Discharge from psychiatry day hospital (procedure),306678004,14734007
Administrative procedure,Discharge from day hospital (procedure),306677009,14734007
Administrative procedure,Discharge from hospice (procedure),306676000,14734007
Administrative procedure,Discharge from vascular surgery service (procedure),306675001,14734007
Administrative procedure,Discharge from urology service (procedure),306674002,14734007
Administrative procedure,Discharge from trauma service (procedure),306673008,14734007
Administrative procedure,Discharge from transplant surgery service (procedure),306672003,14734007
Administrative procedure,Discharge from plastic surgery service (procedure),306671005,14734007
Administrative procedure,Discharge from pediatric surgical service (procedure),306670006,14734007
Administrative procedure,Discharge from pancreatic surgery service (procedure),306669005,14734007
Administrative procedure,Discharge from orthopedic service (procedure),306668002,14734007
Administrative procedure,Discharge from oral surgery service (procedure),306667007,14734007
Administrative procedure,Discharge from ophthalmology service (procedure),306666003,14734007
Administrative procedure,Discharge from neurosurgical service (procedure),306665004,14734007
Administrative procedure,Discharge from hand surgery service (procedure),306664000,14734007
Administrative procedure,Discharge from general surgical service (procedure),306663006,14734007
Administrative procedure,Discharge from colorectal surgery service (procedure),306662001,14734007
Administrative procedure,Discharge from upper gastrointestinal surgical service (procedure),306661008,14734007
Administrative procedure,Discharge from general gastrointestinal surgical service (procedure),306660009,14734007
Administrative procedure,Discharge from gastrointestinal surgical service (procedure),306659004,14734007
Administrative procedure,Discharge from endocrine surgery service (procedure),306658007,14734007
Administrative procedure,"Discharge from ear, nose and throat service (procedure)",306657002,14734007
Administrative procedure,Discharge from restorative dentistry service (procedure),306656006,14734007
Administrative procedure,Discharge from pediatric dentistry service (procedure),306655005,14734007
Administrative procedure,Discharge from orthodontics service (procedure),306654009,14734007
Administrative procedure,Discharge from dental surgery service (procedure),306653003,14734007
Administrative procedure,Discharge from cardiac surgery service (procedure),306652008,14734007
Administrative procedure,Discharge from thoracic surgery service (procedure),306651001,14734007
Administrative procedure,Discharge from cardiothoracic surgery service (procedure),306650000,14734007
Administrative procedure,Discharge from breast surgery service (procedure),306649000,14734007
Administrative procedure,Discharge from surgical service (procedure),306648008,14734007
Administrative procedure,Discharge from radiology service (procedure),306647003,14734007
Administrative procedure,Discharge from community surgical fitting service (procedure),306646007,14734007
Administrative procedure,Discharge from hospital surgical fitting service (procedure),306645006,14734007
Administrative procedure,Discharge from surgical fitting service (procedure),306644005,14734007
Administrative procedure,Discharge from community orthotics service (procedure),306643004,14734007
Administrative procedure,Discharge from hospital orthotics service (procedure),306642009,14734007
Administrative procedure,Discharge from orthotics service (procedure),306641002,14734007
Administrative procedure,Discharge from community speech and language therapy service (procedure),306640001,14734007
Administrative procedure,Discharge from hospital speech and language therapy service (procedure),306639003,14734007
Administrative procedure,Discharge from speech and language therapy service (procedure),306638006,14734007
Administrative procedure,Discharge from community physiotherapy service (procedure),306637001,14734007
Administrative procedure,Discharge from hospital physiotherapy service (procedure),306636005,14734007
Administrative procedure,Discharge from physiotherapy service (procedure),306635009,14734007
