snomedConcept,snomedIdentifier,descendantId,descendantConcept,propagation,coverage
Backache (finding),161891005,61486003,Sacral back pain (finding),15,15
Backache (finding),161891005,34789001,Pain in the coccyx (finding),15,15
Indigestion (finding),162031009,871745001,Postprandial distress syndrome (disorder),5,5
Indigestion (finding),162031009,331987008,Mild dietary indigestion (disorder),5,5
Indigestion (finding),162031009,249511005,Flatulent dyspepsia (finding),5,5
Indigestion (finding),162031009,162031009,Indigestion (finding),5,5
Indigestion (finding),162031009,3696007,Nonulcer dyspepsia (disorder),5,5
Diagnostic ultrasonography (procedure),16310003,870384002,Point of care diagnostic ultrasonography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,736741000,Intraoperative ultrasonography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,713599004,Post mortem ultrasonography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,711427004,Ultrasonography of central venous catheter (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,710303007,Ultrasonography of shunt device (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,710210004,Ultrasonography of fistula (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,450556004,Endoscopic ultrasonography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,448764002,Ultrasound elastography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,446045006,Ultrasonography by transrectal approach (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,443631006,Ultrasonography with contrast (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,438817008,Ultrasonography of subcutaneous contraceptive implant (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,432158008,Ultrasonography of pathological specimen (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,431895007,Ultrasonography of graft (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,431894006,Ultrasonography of transjugular intrahepatic portosystemic shunt stent (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,431747006,Intravascular ultrasound doppler imaging of coronary artery using fluoroscopic guidance with contrast (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,373681008,Ultrasound gynecology scan (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,373671009,Specific ultrasound studies (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,363335003,Ultrasound studies by site (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,363332000,Ultrasonography by mode (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,241447007,"Ultrasound scan, non-obstetric diagnostic (procedure)",34,34
Diagnostic ultrasonography (procedure),16310003,105375001,Hand-held-transducer ultrasonography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,89343007,Ultrasound study follow-up (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,83949009,Chiropractic ultrasound (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,81523000,"Echography, scan C-mode (procedure)",34,34
Diagnostic ultrasonography (procedure),16310003,78013004,"Echography, B-scan (procedure)",34,34
Diagnostic ultrasonography (procedure),16310003,61593002,Ultrasonic guidance procedure (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,61518007,"Echography, A-mode (procedure)",34,34
Diagnostic ultrasonography (procedure),16310003,54689004,Real time scan (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,40892001,Special ultrasonic display or imaging technique (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,40008005,Plethysmometry (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,20603005,Special echography procedure (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,18640002,"Echography, M-mode (procedure)",34,34
Diagnostic ultrasonography (procedure),16310003,16310003,Diagnostic ultrasonography (procedure),34,34
Diagnostic ultrasonography (procedure),16310003,1043007,Doppler color flow velocity mapping (procedure),34,34
Heartburn (finding),16331000,722876002,Functional heartburn (disorder),2,2
Heartburn (finding),16331000,16331000,Heartburn (finding),2,2
Accelerated atrioventricular conduction (disorder),16797001,710878005,Mahaim fibre tachycardia (disorder),6,6
Accelerated atrioventricular conduction (disorder),16797001,233922008,Concealed accessory pathway (disorder),6,6
Accelerated atrioventricular conduction (disorder),16797001,195060002,Ventricular pre-excitation (disorder),6,6
Accelerated atrioventricular conduction (disorder),16797001,74390002,Wolff-Parkinson-White pattern (disorder),6,6
Accelerated atrioventricular conduction (disorder),16797001,55475008,Lown-Ganong-Levine syndrome (disorder),6,6
Accelerated atrioventricular conduction (disorder),16797001,16797001,Accelerated atrioventricular conduction (disorder),6,6
Ventricular premature beats (disorder),17338001,771179007,"Extrasystoles, short stature, hyperpigmentation, microcephaly syndrome (disorder)",10,10
Ventricular premature beats (disorder),17338001,719823007,"Ventricular extrasystoles with syncope, perodactyly and Robin sequence syndrome (disorder)",10,10
Ventricular premature beats (disorder),17338001,251182009,Paired ventricular premature complexes (disorder),10,10
Ventricular premature beats (disorder),17338001,251181002,Ventricular quadrigeminy (disorder),10,10
Ventricular premature beats (disorder),17338001,251180001,Ventricular trigeminy (disorder),10,10
Ventricular premature beats (disorder),17338001,251179004,Multiple ventricular interpolated complexes (disorder),10,10
Ventricular premature beats (disorder),17338001,251178007,Ventricular interpolated complexes (disorder),10,10
Ventricular premature beats (disorder),17338001,251177002,Run of ventricular premature complexes (disorder),10,10
Ventricular premature beats (disorder),17338001,251176006,Multiple premature ventricular complexes (disorder),10,10
Ventricular premature beats (disorder),17338001,17338001,Ventricular premature beats (disorder),10,10
Amyloidosis (disorder),17602002,367601000119103,Hereditary amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,721661009,Amyloidosis of small intestine (disorder),17,17
Amyloidosis (disorder),17602002,311495006,Amyloid disease of the urethra (disorder),17,17
Amyloidosis (disorder),17602002,237868006,Familial non-neuropathic amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,234510005,Amyloidosis of spleen (disorder),17,17
Amyloidosis (disorder),17602002,230724001,Cerebral amyloid angiopathy (disorder),17,17
Amyloidosis (disorder),17602002,209962000,Myeloma-associated amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,201337008,Amyloidosis of skin (disorder),17,17
Amyloidosis (disorder),17602002,193247000,Amyloid myopathy (disorder),17,17
Amyloidosis (disorder),17602002,89449005,Systemic amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,69078007,Age-related amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,48713002,Amyloid nephropathy (disorder),17,17
Amyloidosis (disorder),17602002,32599008,Hemodialysis-associated amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,23132008,Amyloid light-chain amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,17602002,Amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,9551004,Hepatic amyloidosis (disorder),17,17
Amyloidosis (disorder),17602002,8231007,Ocular amyloid deposit (disorder),17,17
Gingival disease (disorder),18718003,718471008,Oral pemphigoid of gingival mucous membrane (disorder),60,60
Gingival disease (disorder),18718003,718068005,Lichen planus of gingiva (disorder),60,60
Gingival disease (disorder),18718003,716714003,Inconsistent gingival margin (disorder),60,60
Gingival disease (disorder),18718003,716362006,Gingival disease co-occurrent with diabetes mellitus (disorder),60,60
Gingival disease (disorder),18718003,715837006,Mucogingival deformity on edentulous ridge (disorder),60,60
Gingival disease (disorder),18718003,714746001,Gingival disease due to recurrent oral herpes simplex infection (disorder),60,60
Gingival disease (disorder),18718003,714635005,Deformity of mucogingival junction (disorder),60,60
Gingival disease (disorder),18718003,714514004,Gingival disease caused by oral contraceptive use (disorder),60,60
Gingival disease (disorder),18718003,714128003,Gingival disease co-occurrent and due to ascorbic acid deficiency (disorder),60,60
Gingival disease (disorder),18718003,714103006,Gingival disease due to menstrual cycle (disorder),60,60
Gingival disease (disorder),18718003,714038006,Gingival disease caused by dental restorative material (disorder),60,60
Gingival disease (disorder),18718003,713344009,Gingival disease due to traumatic injury (disorder),60,60
Gingival disease (disorder),18718003,713229006,Gingival disease co-occurrent and due to erythema multiforme (disorder),60,60
Gingival disease (disorder),18718003,713225000,Gingival disease co-occurrent and due to lupus erythematosus (disorder),60,60
Gingival disease (disorder),18718003,713218007,Gingival disease due to puberty (disorder),60,60
Gingival disease (disorder),18718003,708653004,Gingival disease caused by drug (disorder),60,60
Gingival disease (disorder),18718003,708512000,Gingival disease due to malnutrition (disorder),60,60
Gingival disease (disorder),18718003,708055005,Gingival disease caused by bacteria (disorder),60,60
Gingival disease (disorder),18718003,707606004,Non-plaque induced gingival disease (disorder),60,60
Gingival disease (disorder),18718003,707237008,Gingival disease due to dental plaque (disorder),60,60
Gingival disease (disorder),18718003,707219007,Lack of keratinized gingiva (disorder),60,60
Gingival disease (disorder),18718003,707183006,Gingival disease due to genetic disorder (disorder),60,60
Gingival disease (disorder),18718003,707129008,Gingival disease caused by virus (disorder),60,60
Gingival disease (disorder),18718003,449785009,Thin attached gingiva (disorder),60,60
Gingival disease (disorder),18718003,441798003,Hyperplasia of gingiva (disorder),60,60
Gingival disease (disorder),18718003,403456007,Gingival pigmentation (disorder),60,60
Gingival disease (disorder),18718003,304990002,Hemangioma of gingiva (disorder),60,60
Gingival disease (disorder),18718003,304984001,Linear gingival erythema (disorder),60,60
Gingival disease (disorder),18718003,262650007,Hematoma of gingivae (disorder),60,60
Gingival disease (disorder),18718003,262603003,Gingival foreign body (disorder),60,60
Gingival disease (disorder),18718003,234994006,Chronic gingival condition (disorder),60,60
Gingival disease (disorder),18718003,196376007,Gingival and edentulous alveolar ridge lesion associated with trauma (disorder),60,60
Gingival disease (disorder),18718003,126792007,Neoplasm of gum (disorder),60,60
Gingival disease (disorder),18718003,109739007,Thick gingival margin to tooth restoration (disorder),60,60
Gingival disease (disorder),18718003,109738004,Poor gingival margin to tooth restoration (disorder),60,60
Gingival disease (disorder),18718003,109737009,Excessive gingival contour of a tooth restoration (disorder),60,60
Gingival disease (disorder),18718003,109629007,Periodontal pocket (disorder),60,60
Gingival disease (disorder),18718003,109628004,Gingival pocket (disorder),60,60
Gingival disease (disorder),18718003,109623008,Hypoplasia of gingiva (disorder),60,60
Gingival disease (disorder),18718003,109622003,Gingival cleft (disorder),60,60
Gingival disease (disorder),18718003,109615006,Narrow gingival width (disorder),60,60
Gingival disease (disorder),18718003,109614005,Inadequately attached gingiva (disorder),60,60
Gingival disease (disorder),18718003,109613004,Minimally attached gingiva (disorder),60,60
Gingival disease (disorder),18718003,109610001,Parulis (disorder),60,60
Gingival disease (disorder),18718003,95212006,Gingival disease due to pregnancy (disorder),60,60
Gingival disease (disorder),18718003,71262003,Ulceration of gingivae (disorder),60,60
Gingival disease (disorder),18718003,66383009,Gingivitis (disorder),60,60
Gingival disease (disorder),18718003,62878007,Atrophy of gums (disorder),60,60
Gingival disease (disorder),18718003,59992000,Blue line on gingivae (disorder),60,60
Gingival disease (disorder),18718003,58569000,Gingival fibromatosis (disorder),60,60
Gingival disease (disorder),18718003,58271001,Gingival odontogenic cyst (disorder),60,60
Gingival disease (disorder),18718003,54711002,Gingival enlargement (disorder),60,60
Gingival disease (disorder),18718003,50941003,Gingival hair impaction (disorder),60,60
Gingival disease (disorder),18718003,45974008,Blister of gum without infection (disorder),60,60
Gingival disease (disorder),18718003,45676007,Gingival polyp (disorder),60,60
Gingival disease (disorder),18718003,30888005,Blister of gum with infection (disorder),60,60
Gingival disease (disorder),18718003,18718003,Gingival disease (disorder),60,60
Gingival disease (disorder),18718003,11426004,Gingival amyloidosis (disorder),60,60
Gingival disease (disorder),18718003,7920008,Gingival food impaction (disorder),60,60
Gingival disease (disorder),18718003,4356008,Gingival recession (disorder),60,60
Primary hyperaldosteronism (disorder),190507007,789063000,"Primary hyperaldosteronism, seizures, neurological abnormalities syndrome (disorder)",10,10
Primary hyperaldosteronism (disorder),190507007,768470007,Aldosterone-producing adenoma (disorder),10,10
Primary hyperaldosteronism (disorder),190507007,703306007,Primary hyperaldosteronism due to aldosterone-secreting malignant neoplasm of adrenal gland (disorder),10,10
Primary hyperaldosteronism (disorder),190507007,703231005,Familial hyperaldosteronism (disorder),10,10
Primary hyperaldosteronism (disorder),190507007,258117004,Idiopathic aldosteronism (disorder),10,10
Primary hyperaldosteronism (disorder),190507007,257242002,Aldosteronism due to neoplasm of the adrenal cortex (disorder),10,10
